ID,Time[s],Parallel
157,0.0100579,0
158,0.0100581,0
159,0.0100583,0
160,0.0100586,0
161,0.0101276,0
162,0.0101296,0
163,0.0101299,0
164,0.0101301,0
165,0.0101304,0
166,0.0101306,0
167,0.0101308,0
168,0.0101311,0
169,0.0101313,0
170,0.0101316,0
171,0.0101318,0
172,0.010132,0
173,0.0101323,0
174,0.0101325,0
175,0.0101327,0
176,0.010133,0
177,0.0101332,0
178,0.0101335,0
179,0.0101337,0
180,0.0101339,0
181,0.0101342,0
182,0.0101344,0
183,0.0101347,0
184,0.0101349,0
185,0.0101351,0
186,0.0101354,0
187,0.0101356,0
188,0.0101358,0
189,0.0101361,0
190,0.0101363,0
191,0.0101366,0
192,0.0101368,0
193,0.010137,0
194,0.0101373,0
195,0.0101375,0
196,0.0101378,0
197,0.010138,0
198,0.0101382,0
199,0.0101385,0
200,0.0101387,0
201,0.0101389,0
202,0.0101392,0
203,0.0101394,0
204,0.0101397,0
205,0.0101399,0
206,0.0101401,0
207,0.0101404,0
208,0.0101406,0
209,0.0101409,0
210,0.0101411,0
211,0.0101413,0
212,0.0101416,0
213,0.0101418,0
214,0.010142,0
215,0.0101423,0
216,0.0101425,0
217,0.0101428,0
218,0.010143,0
219,0.0101432,0
220,0.0101435,0
221,0.0101437,0
222,0.010144,0
223,0.0101442,0
224,0.0101444,0
225,0.0101447,0
226,0.0101449,0
227,0.0101451,0
228,0.0101454,0
229,0.0101456,0
230,0.0101459,0
231,0.0101461,0
232,0.0101463,0
233,0.0101466,0
234,0.0101468,0
235,0.0101471,0
236,0.0101473,0
237,0.0101475,0
238,0.0101478,0
239,0.010148,0
240,0.0101482,0
241,0.0101485,0
242,0.0101487,0
243,0.010149,0
244,0.0101492,0
245,0.0101494,0
246,0.0101497,0
247,0.0101499,0
248,0.0101502,0
249,0.0101504,0
250,0.0101506,0
251,0.0101509,0
252,0.0101511,0
253,0.0101513,0
254,0.0101516,0
255,0.0101518,0
256,0.0101521,0
257,0.0101523,0
258,0.0101525,0
259,0.0101528,0
260,0.010153,0
261,0.0101533,0
262,0.0101535,0
263,0.0101537,0
264,0.010154,0
265,0.0101542,0
266,0.0101544,0
267,0.0101547,0
268,0.0101549,0
269,0.0101552,0
270,0.0101554,0
271,0.0101556,0
272,0.0101559,0
273,0.0101561,0
274,0.0101564,0
275,0.0101566,0
276,0.0101568,0
277,0.0101571,0
278,0.0101573,0
279,0.0101575,0
280,0.0101578,0
281,0.010158,0
282,0.0101583,0
283,0.0101585,0
284,0.0101587,0
285,0.010159,0
286,0.0101592,0
287,0.0101595,0
288,0.0101597,0
289,0.0101599,0
290,0.0101602,0
291,0.0101604,0
292,0.0101606,0
293,0.0101609,0
294,0.0101611,0
295,0.0101614,0
296,0.0101616,0
297,0.0101618,0
298,0.0101621,0
299,0.0101623,0
300,0.0101626,0
301,0.0101628,0
302,0.010163,0
303,0.0101633,0
304,0.0101635,0
305,0.0101637,0
306,0.010164,0
307,0.0101642,0
308,0.0101645,0
309,0.0101647,0
310,0.0101649,0
311,0.0101652,0
312,0.0101654,0
313,0.0101657,0
314,0.0101659,0
315,0.0101661,0
316,0.0101664,0
317,0.0101666,0
318,0.0101668,0
319,0.0101671,0
320,0.0101673,0
321,0.0102364,0
322,0.0102384,0
323,0.0102386,0
324,0.0102389,0
325,0.0102391,0
326,0.0102393,0
327,0.0102396,0
328,0.0102398,0
329,0.0102401,0
330,0.0102403,0
331,0.0102405,0
332,0.0102408,0
333,0.010241,0
334,0.0102412,0
335,0.0102415,0
336,0.0102417,0
337,0.010242,0
338,0.0102422,0
339,0.0102424,0
340,0.0102427,0
341,0.0102429,0
342,0.0102432,0
343,0.0102434,0
344,0.0102436,0
345,0.0102439,0
346,0.0102441,0
347,0.0102443,0
348,0.0102446,0
349,0.0102448,0
350,0.0102451,0
351,0.0102453,0
352,0.0102455,0
353,0.0102458,0
354,0.010246,0
355,0.0102463,0
356,0.0102465,0
357,0.0102467,0
358,0.010247,0
359,0.0102472,0
360,0.0102474,0
361,0.0102477,0
362,0.0102479,0
363,0.0102482,0
364,0.0102484,0
365,0.0102486,0
366,0.0102489,0
367,0.0102491,0
368,0.0102494,0
369,0.0102496,0
370,0.0102498,0
371,0.0102501,0
372,0.0102503,0
373,0.0102505,0
374,0.0102508,0
375,0.010251,0
376,0.0102513,0
377,0.0102515,0
378,0.0102517,0
379,0.010252,0
380,0.0102522,0
381,0.0102525,0
382,0.0102527,0
383,0.0102529,0
384,0.0102532,0
385,0.0102534,0
386,0.0102536,0
387,0.0102539,0
388,0.0102541,0
389,0.0102544,0
390,0.0102546,0
391,0.0102548,0
392,0.0102551,0
393,0.0102553,0
394,0.0102556,0
395,0.0102558,0
396,0.010256,0
397,0.0102563,0
398,0.0102565,0
399,0.0102567,0
400,0.010257,0
401,0.0102572,0
402,0.0102575,0
403,0.0102577,0
404,0.0102579,0
405,0.0102582,0
406,0.0102584,0
407,0.0102587,0
408,0.0102589,0
409,0.0102591,0
410,0.0102594,0
411,0.0102596,0
412,0.0102598,0
413,0.0102601,0
414,0.0102603,0
415,0.0102606,0
416,0.0102608,0
417,0.010261,0
418,0.0102613,0
419,0.0102615,0
420,0.0102618,0
421,0.010262,0
422,0.0102622,0
423,0.0102625,0
424,0.0102627,0
425,0.0102629,0
426,0.0102632,0
427,0.0102634,0
428,0.0102637,0
429,0.0102639,0
430,0.0102641,0
431,0.0102644,0
432,0.0102646,0
433,0.0102649,0
434,0.0102651,0
435,0.0102653,0
436,0.0102656,0
437,0.0102658,0
438,0.010266,0
439,0.0102663,0
440,0.0102665,0
441,0.0102668,0
442,0.010267,0
443,0.0102672,0
444,0.0102675,0
445,0.0102677,0
446,0.010268,0
447,0.0102682,0
448,0.0102684,0
449,0.0102687,0
450,0.0102689,0
451,0.0102691,0
452,0.0102694,0
453,0.0102696,0
454,0.0102699,0
455,0.0102701,0
456,0.0102703,0
457,0.0102706,0
458,0.0102708,0
459,0.0102711,0
460,0.0102713,0
461,0.0102715,0
462,0.0102718,0
463,0.010272,0
464,0.0102722,0
465,0.0102725,0
466,0.0102727,0
467,0.010273,0
468,0.0102732,0
469,0.0102734,0
470,0.0102737,0
471,0.0102739,0
472,0.0102742,0
473,0.0102744,0
474,0.0102746,0
475,0.0102749,0
476,0.0102751,0
477,0.0102753,0
478,0.0102756,0
479,0.0102758,0
480,0.0102761,0
481,0.0103451,0
482,0.0103471,0
483,0.0103474,0
484,0.0103476,0
485,0.0103478,0
486,0.0103481,0
487,0.0103483,0
488,0.0103485,0
489,0.0103488,0
490,0.010349,0
491,0.0103493,0
492,0.0103495,0
493,0.0103497,0
494,0.01035,0
495,0.0103502,0
496,0.0103505,0
497,0.0103507,0
498,0.0103509,0
499,0.0103512,0
500,0.0103514,0
501,0.0103516,0
502,0.0103519,0
503,0.0103521,0
504,0.0103524,0
505,0.0103526,0
506,0.0103528,0
507,0.0103531,0
508,0.0103533,0
509,0.0103536,0
510,0.0103538,0
511,0.010354,0
512,0.0103543,0
513,0.0103545,0
514,0.0103547,0
515,0.010355,0
516,0.0103552,0
517,0.0103555,0
518,0.0103557,0
519,0.0103559,0
520,0.0103562,0
521,0.0103564,0
522,0.0103567,0
523,0.0103569,0
524,0.0103571,0
525,0.0103574,0
526,0.0103576,0
527,0.0103578,0
528,0.0103581,0
529,0.0103583,0
530,0.0103586,0
531,0.0103588,0
532,0.010359,0
533,0.0103593,0
534,0.0103595,0
535,0.0103598,0
536,0.01036,0
537,0.0103602,0
538,0.0103605,0
539,0.0103607,0
540,0.0103609,0
541,0.0103612,0
542,0.0103614,0
543,0.0103617,0
544,0.0103619,0
545,0.0103621,0
546,0.0103624,0
547,0.0103626,0
548,0.0103629,0
549,0.0103631,0
550,0.0103633,0
551,0.0103636,0
552,0.0103638,0
553,0.010364,0
554,0.0103643,0
555,0.0103645,0
556,0.0103648,0
557,0.010365,0
558,0.0103652,0
559,0.0103655,0
560,0.0103657,0
561,0.010366,0
562,0.0103662,0
563,0.0103664,0
564,0.0103667,0
565,0.0103669,0
566,0.0103671,0
567,0.0103674,0
568,0.0103676,0
569,0.0103679,0
570,0.0103681,0
571,0.0103683,0
572,0.0103686,0
573,0.0103688,0
574,0.0103691,0
575,0.0103693,0
576,0.0103695,0
577,0.0103698,0
578,0.01037,0
579,0.0103702,0
580,0.0103705,0
581,0.0103707,0
582,0.010371,0
583,0.0103712,0
584,0.0103714,0
585,0.0103717,0
586,0.0103719,0
587,0.0103722,0
588,0.0103724,0
589,0.0103726,0
590,0.0103729,0
591,0.0103731,0
592,0.0103733,0
593,0.0103736,0
594,0.0103738,0
595,0.0103741,0
596,0.0103743,0
597,0.0103745,0
598,0.0103748,0
599,0.010375,0
600,0.0103753,0
601,0.0103755,0
602,0.0103757,0
603,0.010376,0
604,0.0103762,0
605,0.0103764,0
606,0.0103767,0
607,0.0103769,0
608,0.0103772,0
609,0.0103774,0
610,0.0103776,0
611,0.0103779,0
612,0.0103781,0
613,0.0103784,0
614,0.0103786,0
615,0.0103788,0
616,0.0103791,0
617,0.0103793,0
618,0.0103795,0
619,0.0103798,0
620,0.01038,0
621,0.0103803,0
622,0.0103805,0
623,0.0103807,0
624,0.010381,0
625,0.0103812,0
626,0.0103815,0
627,0.0103817,0
628,0.0103819,0
629,0.0103822,0
630,0.0103824,0
631,0.0103826,0
632,0.0103829,0
633,0.0103831,0
634,0.0103834,0
635,0.0103836,0
636,0.0103838,0
637,0.0103841,0
638,0.0103843,0
639,0.0103846,0
640,0.0103848,0
641,0.0104538,0
642,0.0104559,0
643,0.0104561,0
644,0.0104563,0
645,0.0104566,0
646,0.0104568,0
647,0.010457,0
648,0.0104573,0
649,0.0104575,0
650,0.0104578,0
651,0.010458,0
652,0.0104582,0
653,0.0104585,0
654,0.0104587,0
655,0.010459,0
656,0.0104592,0
657,0.0104594,0
658,0.0104597,0
659,0.0104599,0
660,0.0104601,0
661,0.0104604,0
662,0.0104606,0
663,0.0104609,0
664,0.0104611,0
665,0.0104613,0
666,0.0104616,0
667,0.0104618,0
668,0.0104621,0
669,0.0104623,0
670,0.0104625,0
671,0.0104628,0
672,0.010463,0
673,0.0104632,0
674,0.0104635,0
675,0.0104637,0
676,0.010464,0
677,0.0104642,0
678,0.0104644,0
679,0.0104647,0
680,0.0104649,0
681,0.0104652,0
682,0.0104654,0
683,0.0104656,0
684,0.0104659,0
685,0.0104661,0
686,0.0104663,0
687,0.0104666,0
688,0.0104668,0
689,0.0104671,0
690,0.0104673,0
691,0.0104675,0
692,0.0104678,0
693,0.010468,0
694,0.0104683,0
695,0.0104685,0
696,0.0104687,0
697,0.010469,0
698,0.0104692,0
699,0.0104694,0
700,0.0104697,0
701,0.0104699,0
702,0.0104702,0
703,0.0104704,0
704,0.0104706,0
705,0.0104709,0
706,0.0104711,0
707,0.0104714,0
708,0.0104716,0
709,0.0104718,0
710,0.0104721,0
711,0.0104723,0
712,0.0104725,0
713,0.0104728,0
714,0.010473,0
715,0.0104733,0
716,0.0104735,0
717,0.0104737,0
718,0.010474,0
719,0.0104742,0
720,0.0104745,0
721,0.0104747,0
722,0.0104749,0
723,0.0104752,0
724,0.0104754,0
725,0.0104756,0
726,0.0104759,0
727,0.0104761,0
728,0.0104764,0
729,0.0104766,0
730,0.0104768,0
731,0.0104771,0
732,0.0104773,0
733,0.0104776,0
734,0.0104778,0
735,0.010478,0
736,0.0104783,0
737,0.0104785,0
738,0.0104787,0
739,0.010479,0
740,0.0104792,0
741,0.0104795,0
742,0.0104797,0
743,0.0104799,0
744,0.0104802,0
745,0.0104804,0
746,0.0104807,0
747,0.0104809,0
748,0.0104811,0
749,0.0104814,0
750,0.0104816,0
751,0.0104818,0
752,0.0104821,0
753,0.0104823,0
754,0.0104826,0
755,0.0104828,0
756,0.010483,0
757,0.0104833,0
758,0.0104835,0
759,0.0104838,0
760,0.010484,0
761,0.0104842,0
762,0.0104845,0
763,0.0104847,0
764,0.0104849,0
765,0.0104852,0
766,0.0104854,0
767,0.0104857,0
768,0.0104859,0
769,0.0104861,0
770,0.0104864,0
771,0.0104866,0
772,0.0104869,0
773,0.0104871,0
774,0.0104873,0
775,0.0104876,0
776,0.0104878,0
777,0.010488,0
778,0.0104883,0
779,0.0104885,0
780,0.0104888,0
781,0.010489,0
782,0.0104892,0
783,0.0104895,0
784,0.0104897,0
785,0.01049,0
786,0.0104902,0
787,0.0104904,0
788,0.0104907,0
789,0.0104909,0
790,0.0104911,0
791,0.0104914,0
792,0.0104916,0
793,0.0104919,0
794,0.0104921,0
795,0.0104923,0
796,0.0104926,0
797,0.0104928,0
798,0.0104931,0
799,0.0104933,0
800,0.0104935,0
801,0.0105626,0
802,0.0105646,0
803,0.0105648,0
804,0.0105651,0
805,0.0105653,0
806,0.0105655,0
807,0.0105658,0
808,0.010566,0
809,0.0105663,0
810,0.0105665,0
811,0.0105667,0
812,0.010567,0
813,0.0105672,0
814,0.0105675,0
815,0.0105677,0
816,0.0105679,0
817,0.0105682,0
818,0.0105684,0
819,0.0105686,0
820,0.0105689,0
821,0.0105691,0
822,0.0105694,0
823,0.0105696,0
824,0.0105698,0
825,0.0105701,0
826,0.0105703,0
827,0.0105706,0
828,0.0105708,0
829,0.010571,0
830,0.0105713,0
831,0.0105715,0
832,0.0105717,0
833,0.010572,0
834,0.0105722,0
835,0.0105725,0
836,0.0105727,0
837,0.0105729,0
838,0.0105732,0
839,0.0105734,0
840,0.0105737,0
841,0.0105739,0
842,0.0105741,0
843,0.0105744,0
844,0.0105746,0
845,0.0105748,0
846,0.0105751,0
847,0.0105753,0
848,0.0105756,0
849,0.0105758,0
850,0.010576,0
851,0.0105763,0
852,0.0105765,0
853,0.0105768,0
854,0.010577,0
855,0.0105772,0
856,0.0105775,0
857,0.0105777,0
858,0.0105779,0
859,0.0105782,0
860,0.0105784,0
861,0.0105787,0
862,0.0105789,0
863,0.0105791,0
864,0.0105794,0
865,0.0105796,0
866,0.0105799,0
867,0.0105801,0
868,0.0105803,0
869,0.0105806,0
870,0.0105808,0
871,0.010581,0
872,0.0105813,0
873,0.0105815,0
874,0.0105818,0
875,0.010582,0
876,0.0105822,0
877,0.0105825,0
878,0.0105827,0
879,0.010583,0
880,0.0105832,0
881,0.0105834,0
882,0.0105837,0
883,0.0105839,0
884,0.0105841,0
885,0.0105844,0
886,0.0105846,0
887,0.0105849,0
888,0.0105851,0
889,0.0105853,0
890,0.0105856,0
891,0.0105858,0
892,0.0105861,0
893,0.0105863,0
894,0.0105865,0
895,0.0105868,0
896,0.010587,0
897,0.0105872,0
898,0.0105875,0
899,0.0105877,0
900,0.010588,0
901,0.0105882,0
902,0.0105884,0
903,0.0105887,0
904,0.0105889,0
905,0.0105892,0
906,0.0105894,0
907,0.0105896,0
908,0.0105899,0
909,0.0105901,0
910,0.0105903,0
911,0.0105906,0
912,0.0105908,0
913,0.0105911,0
914,0.0105913,0
915,0.0105915,0
916,0.0105918,0
917,0.010592,0
918,0.0105923,0
919,0.0105925,0
920,0.0105927,0
921,0.010593,0
922,0.0105932,0
923,0.0105934,0
924,0.0105937,0
925,0.0105939,0
926,0.0105942,0
927,0.0105944,0
928,0.0105946,0
929,0.0105949,0
930,0.0105951,0
931,0.0105954,0
932,0.0105956,0
933,0.0105958,0
934,0.0105961,0
935,0.0105963,0
936,0.0105965,0
937,0.0105968,0
938,0.010597,0
939,0.0105973,0
940,0.0105975,0
941,0.0105977,0
942,0.010598,0
943,0.0105982,0
944,0.0105985,0
945,0.0105987,0
946,0.0105989,0
947,0.0105992,0
948,0.0105994,0
949,0.0105996,0
950,0.0105999,0
951,0.0106001,0
952,0.0106004,0
953,0.0106006,0
954,0.0106008,0
955,0.0106011,0
956,0.0106013,0
957,0.0106016,0
958,0.0106018,0
959,0.010602,0
960,0.0106023,0
961,0.0106713,0
962,0.0106733,0
963,0.0106736,0
964,0.0106738,0
965,0.010674,0
966,0.0106743,0
967,0.0106745,0
968,0.0106748,0
969,0.010675,0
970,0.0106752,0
971,0.0106755,0
972,0.0106757,0
973,0.010676,0
974,0.0106762,0
975,0.0106764,0
976,0.0106767,0
977,0.0106769,0
978,0.0106771,0
979,0.0106774,0
980,0.0106776,0
981,0.0106779,0
982,0.0106781,0
983,0.0106783,0
984,0.0106786,0
985,0.0106788,0
986,0.0106791,0
987,0.0106793,0
988,0.0106795,0
989,0.0106798,0
990,0.01068,0
991,0.0106802,0
992,0.0106805,0
993,0.0106807,0
994,0.010681,0
995,0.0106812,0
996,0.0106814,0
997,0.0106817,0
998,0.0106819,0
999,0.0106822,0
1000,0.0106824,0
1001,0.0106826,0
1002,0.0106829,0
1003,0.0106831,0
1004,0.0106833,0
1005,0.0106836,0
1006,0.0106838,0
1007,0.0106841,0
1008,0.0106843,0
1009,0.0106845,0
1010,0.0106848,0
1011,0.010685,0
1012,0.0106853,0
1013,0.0106855,0
1014,0.0106857,0
1015,0.010686,0
1016,0.0106862,0
1017,0.0106864,0
1018,0.0106867,0
1019,0.0106869,0
1020,0.0106872,0
1021,0.0106874,0
1022,0.0106876,0
1023,0.0106879,0
1024,0.0106881,0
1025,0.0106884,0
1026,0.0106886,0
1027,0.0106888,0
1028,0.0106891,0
1029,0.0106893,0
1030,0.0106895,0
1031,0.0106898,0
1032,0.01069,0
1033,0.0106903,0
1034,0.0106905,0
1035,0.0106907,0
1036,0.010691,0
1037,0.0106912,0
1038,0.0106915,0
1039,0.0106917,0
1040,0.0106919,0
1041,0.0106922,0
1042,0.0106924,0
1043,0.0106926,0
1044,0.0106929,0
1045,0.0106931,0
1046,0.0106934,0
1047,0.0106936,0
1048,0.0106938,0
1049,0.0106941,0
1050,0.0106943,0
1051,0.0106946,0
1052,0.0106948,0
1053,0.010695,0
1054,0.0106953,0
1055,0.0106955,0
1056,0.0106957,0
1057,0.010696,0
1058,0.0106962,0
1059,0.0106965,0
1060,0.0106967,0
1061,0.0106969,0
1062,0.0106972,0
1063,0.0106974,0
1064,0.0106977,0
1065,0.0106979,0
1066,0.0106981,0
1067,0.0106984,0
1068,0.0106986,0
1069,0.0106988,0
1070,0.0106991,0
1071,0.0106993,0
1072,0.0106996,0
1073,0.0106998,0
1074,0.0107,0
1075,0.0107003,0
1076,0.0107005,0
1077,0.0107008,0
1078,0.010701,0
1079,0.0107012,0
1080,0.0107015,0
1081,0.0107017,0
1082,0.0107019,0
1083,0.0107022,0
1084,0.0107024,0
1085,0.0107027,0
1086,0.0107029,0
1087,0.0107031,0
1088,0.0107034,0
1089,0.0107036,0
1090,0.0107039,0
1091,0.0107041,0
1092,0.0107043,0
1093,0.0107046,0
1094,0.0107048,0
1095,0.010705,0
1096,0.0107053,0
1097,0.0107055,0
1098,0.0107058,0
1099,0.010706,0
1100,0.0107062,0
1101,0.0107065,0
1102,0.0107067,0
1103,0.010707,0
1104,0.0107072,0
1105,0.0107074,0
1106,0.0107077,0
1107,0.0107079,0
1108,0.0107081,0
1109,0.0107084,0
1110,0.0107086,0
1111,0.0107089,0
1112,0.0107091,0
1113,0.0107093,0
1114,0.0107096,0
1115,0.0107098,0
1116,0.0107101,0
1117,0.0107103,0
1118,0.0107105,0
1119,0.0107108,0
1120,0.010711,0
1121,0.01078,0
1122,0.0107821,0
1123,0.0107823,0
1124,0.0107825,0
1125,0.0107828,0
1126,0.010783,0
1127,0.0107833,0
1128,0.0107835,0
1129,0.0107837,0
1130,0.010784,0
1131,0.0107842,0
1132,0.0107845,0
1133,0.0107847,0
1134,0.0107849,0
1135,0.0107852,0
1136,0.0107854,0
1137,0.0107856,0
1138,0.0107859,0
1139,0.0107861,0
1140,0.0107864,0
1141,0.0107866,0
1142,0.0107868,0
1143,0.0107871,0
1144,0.0107873,0
1145,0.0107876,0
1146,0.0107878,0
1147,0.010788,0
1148,0.0107883,0
1149,0.0107885,0
1150,0.0107887,0
1151,0.010789,0
1152,0.0107892,0
1153,0.0107895,0
1154,0.0107897,0
1155,0.0107899,0
1156,0.0107902,0
1157,0.0107904,0
1158,0.0107907,0
1159,0.0107909,0
1160,0.0107911,0
1161,0.0107914,0
1162,0.0107916,0
1163,0.0107918,0
1164,0.0107921,0
1165,0.0107923,0
1166,0.0107926,0
1167,0.0107928,0
1168,0.010793,0
1169,0.0107933,0
1170,0.0107935,0
1171,0.0107938,0
1172,0.010794,0
1173,0.0107942,0
1174,0.0107945,0
1175,0.0107947,0
1176,0.0107949,0
1177,0.0107952,0
1178,0.0107954,0
1179,0.0107957,0
1180,0.0107959,0
1181,0.0107961,0
1182,0.0107964,0
1183,0.0107966,0
1184,0.0107969,0
1185,0.0107971,0
1186,0.0107973,0
1187,0.0107976,0
1188,0.0107978,0
1189,0.010798,0
1190,0.0107983,0
1191,0.0107985,0
1192,0.0107988,0
1193,0.010799,0
1194,0.0107992,0
1195,0.0107995,0
1196,0.0107997,0
1197,0.0108,0
1198,0.0108002,0
1199,0.0108004,0
1200,0.0108007,0
1201,0.0108009,0
1202,0.0108011,0
1203,0.0108014,0
1204,0.0108016,0
1205,0.0108019,0
1206,0.0108021,0
1207,0.0108023,0
1208,0.0108026,0
1209,0.0108028,0
1210,0.0108031,0
1211,0.0108033,0
1212,0.0108035,0
1213,0.0108038,0
1214,0.010804,0
1215,0.0108042,0
1216,0.0108045,0
1217,0.0108047,0
1218,0.010805,0
1219,0.0108052,0
1220,0.0108054,0
1221,0.0108057,0
1222,0.0108059,0
1223,0.0108062,0
1224,0.0108064,0
1225,0.0108066,0
1226,0.0108069,0
1227,0.0108071,0
1228,0.0108073,0
1229,0.0108076,0
1230,0.0108078,0
1231,0.0108081,0
1232,0.0108083,0
1233,0.0108085,0
1234,0.0108088,0
1235,0.010809,0
1236,0.0108093,0
1237,0.0108095,0
1238,0.0108097,0
1239,0.01081,0
1240,0.0108102,0
1241,0.0108104,0
1242,0.0108107,0
1243,0.0108109,0
1244,0.0108112,0
1245,0.0108114,0
1246,0.0108116,0
1247,0.0108119,0
1248,0.0108121,0
1249,0.0108124,0
1250,0.0108126,0
1251,0.0108128,0
1252,0.0108131,0
1253,0.0108133,0
1254,0.0108135,0
1255,0.0108138,0
1256,0.010814,0
1257,0.0108143,0
1258,0.0108145,0
1259,0.0108147,0
1260,0.010815,0
1261,0.0108152,0
1262,0.0108155,0
1263,0.0108157,0
1264,0.0108159,0
1265,0.0108162,0
1266,0.0108164,0
1267,0.0108166,0
1268,0.0108169,0
1269,0.0108171,0
1270,0.0108174,0
1271,0.0108176,0
1272,0.0108178,0
1273,0.0108181,0
1274,0.0108183,0
1275,0.0108186,0
1276,0.0108188,0
1277,0.010819,0
1278,0.0108193,0
1279,0.0108195,0
1280,0.0108197,0
1281,0.0108888,0
1282,0.0108908,0
1283,0.010891,0
1284,0.0108913,0
1285,0.0108915,0
1286,0.0108918,0
1287,0.010892,0
1288,0.0108922,0
1289,0.0108925,0
1290,0.0108927,0
1291,0.010893,0
1292,0.0108932,0
1293,0.0108934,0
1294,0.0108937,0
1295,0.0108939,0
1296,0.0108941,0
1297,0.0108944,0
1298,0.0108946,0
1299,0.0108949,0
1300,0.0108951,0
1301,0.0108953,0
1302,0.0108956,0
1303,0.0108958,0
1304,0.0108961,0
1305,0.0108963,0
1306,0.0108965,0
1307,0.0108968,0
1308,0.010897,0
1309,0.0108972,0
1310,0.0108975,0
1311,0.0108977,0
1312,0.010898,0
1313,0.0108982,0
1314,0.0108984,0
1315,0.0108987,0
1316,0.0108989,0
1317,0.0108992,0
1318,0.0108994,0
1319,0.0108996,0
1320,0.0108999,0
1321,0.0109001,0
1322,0.0109003,0
1323,0.0109006,0
1324,0.0109008,0
1325,0.0109011,0
1326,0.0109013,0
1327,0.0109015,0
1328,0.0109018,0
1329,0.010902,0
1330,0.0109023,0
1331,0.0109025,0
1332,0.0109027,0
1333,0.010903,0
1334,0.0109032,0
1335,0.0109034,0
1336,0.0109037,0
1337,0.0109039,0
1338,0.0109042,0
1339,0.0109044,0
1340,0.0109046,0
1341,0.0109049,0
1342,0.0109051,0
1343,0.0109054,0
1344,0.0109056,0
1345,0.0109058,0
1346,0.0109061,0
1347,0.0109063,0
1348,0.0109065,0
1349,0.0109068,0
1350,0.010907,0
1351,0.0109073,0
1352,0.0109075,0
1353,0.0109077,0
1354,0.010908,0
1355,0.0109082,0
1356,0.0109085,0
1357,0.0109087,0
1358,0.0109089,0
1359,0.0109092,0
1360,0.0109094,0
1361,0.0109096,0
1362,0.0109099,0
1363,0.0109101,0
1364,0.0109104,0
1365,0.0109106,0
1366,0.0109108,0
1367,0.0109111,0
1368,0.0109113,0
1369,0.0109116,0
1370,0.0109118,0
1371,0.010912,0
1372,0.0109123,0
